PID,POS,X,Y,AREA
10,1,-66.73610431,44.71007943,SPA6D
10,2,-66.67465557,44.70973346,SPA6D
10,3,-66.66610187,44.68388386,SPA6D
10,4,-66.66610189,44.62338042,SPA6D
10,5,-66.69610191,44.62338037,SPA6D
10,6,-66.73270347,44.65678129,SPA6D
10,7,-66.73610431,44.71007943,SPA6D
