PID,POS,X,Y,AREA
11,1,-67.3827538,43.8833899,MidBayLine
11,2,-66.49939448,44.55008128,MidBayLine
11,3,-66.3326913,44.83337825,MidBayLine
11,4,-66.16605676,44.8333791,MidBayLine
11,5,-65.16603563,45.25007875,MidBayLine
11,6,-65.052693,45.29090869,MidBayLine
11,7,-64.94936071,45.33674847,MidBayLine
11,8,-64.93810581,45.34173725,MidBayLine
