OBJECTID,Label,pt_sequence,pt_type,pt_type_fr,source,source_fr,NAFO_SubArea,NAFO_Division,NAFO_SubDivision,NAFO_SubSubDivision,lat_dd,long_dd,lat_ddm,long_ddm,line_id
153,0-A,22.07,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.478635,-66.864623,73° 28.718' N,66° 51.877' W,0-A-1
154,0-A,22.08,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.472817,-66.808476,73° 28.369' N,66° 48.509' W,0-A-1
155,0-A,22.09,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.466983,-66.752368,73° 28.019' N,66° 45.142' W,0-A-1
156,0-A,22.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.461134,-66.696298,73° 27.668' N,66° 41.778' W,0-A-1
157,0-A,22.11,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.455271,-66.640266,73° 27.316' N,66° 38.416' W,0-A-1
158,0-A,22.12,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.449392,-66.584274,73° 26.964' N,66° 35.056' W,0-A-1
159,0-A,22.13,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.443499,-66.52832,73° 26.610' N,66° 31.699' W,0-A-1
160,0-A,22.14,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.43759,-66.472404,73° 26.255' N,66° 28.344' W,0-A-1
161,0-A,23,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,0,0-A,,,73.431667,-66.416528,73° 25.900' N,66° 24.992' W,0-A-1
162,0-A,23.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.417945,-66.384685,73° 25.077' N,66° 23.081' W,0-A-1
163,0-A,23.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.404219,-66.352894,73° 24.253' N,66° 21.174' W,0-A-1
164,0-A,23.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.390488,-66.321154,73° 23.429' N,66° 19.269' W,0-A-1
165,0-A,23.4,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.376752,-66.289464,73° 22.605' N,66° 17.368' W,0-A-1
166,0-A,23.5,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.363011,-66.257826,73° 21.781' N,66° 15.470' W,0-A-1
167,0-A,23.6,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.349265,-66.226238,73° 20.956' N,66° 13.574' W,0-A-1
168,0-A,23.7,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.335515,-66.194701,73° 20.131' N,66° 11.682' W,0-A-1
169,0-A,23.8,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.32176,-66.163214,73° 19.306' N,66° 9.793' W,0-A-1
170,0-A,24,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,0,0-A,,,73.308,-66.131778,73° 18.480' N,66° 7.907' W,0-A-1
171,0-A,24.01,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.293246,-66.098475,73° 17.595' N,66° 5.908' W,0-A-1
172,0-A,24.02,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.278486,-66.06523,73° 16.709' N,66° 3.914' W,0-A-1
173,0-A,24.03,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.263721,-66.032041,73° 15.823' N,66° 1.922' W,0-A-1
174,0-A,24.04,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.248951,-65.998909,73° 14.937' N,65° 59.935' W,0-A-1
175,0-A,24.05,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.234175,-65.965834,73° 14.051' N,65° 57.950' W,0-A-1
176,0-A,24.06,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.219395,-65.932816,73° 13.164' N,65° 55.969' W,0-A-1
177,0-A,24.07,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.204608,-65.899854,73° 12.276' N,65° 53.991' W,0-A-1
178,0-A,24.08,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.189817,-65.866948,73° 11.389' N,65° 52.017' W,0-A-1
179,0-A,24.09,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.17502,-65.834099,73° 10.501' N,65° 50.046' W,0-A-1
180,0-A,24.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.160219,-65.801305,73° 9.613' N,65° 48.078' W,0-A-1
181,0-A,24.11,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.145411,-65.768567,73° 8.725' N,65° 46.114' W,0-A-1
182,0-A,24.12,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.130599,-65.735885,73° 7.836' N,65° 44.153' W,0-A-1
183,0-A,24.13,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.115782,-65.703259,73° 6.947' N,65° 42.196' W,0-A-1
184,0-A,24.14,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.100959,-65.670689,73° 6.058' N,65° 40.241' W,0-A-1
185,0-A,24.15,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.086131,-65.638173,73° 5.168' N,65° 38.290' W,0-A-1
186,0-A,24.16,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.071298,-65.605713,73° 4.278' N,65° 36.343' W,0-A-1
187,0-A,24.17,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.05646,-65.573308,73° 3.388' N,65° 34.398' W,0-A-1
188,0-A,24.18,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.041617,-65.540959,73° 2.497' N,65° 32.458' W,0-A-1
189,0-A,24.19,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.026769,-65.508664,73° 1.606' N,65° 30.520' W,0-A-1
190,0-A,24.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,73.011915,-65.476423,73° 0.715' N,65° 28.585' W,0-A-1
191,0-A,24.21,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.997057,-65.444238,72° 59.823' N,65° 26.654' W,0-A-1
192,0-A,24.22,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.982193,-65.412107,72° 58.932' N,65° 24.726' W,0-A-1
193,0-A,24.23,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.967324,-65.38003,72° 58.039' N,65° 22.802' W,0-A-1
194,0-A,24.24,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.952451,-65.348008,72° 57.147' N,65° 20.880' W,0-A-1
195,0-A,24.25,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.937572,-65.31604,72° 56.254' N,65° 18.962' W,0-A-1
196,0-A,24.26,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.922688,-65.284126,72° 55.361' N,65° 17.048' W,0-A-1
197,0-A,24.27,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.907799,-65.252265,72° 54.468' N,65° 15.136' W,0-A-1
198,0-A,24.28,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.892906,-65.220459,72° 53.574' N,65° 13.228' W,0-A-1
199,0-A,24.29,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.878007,-65.188706,72° 52.680' N,65° 11.322' W,0-A-1
200,0-A,24.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.863103,-65.157007,72° 51.786' N,65° 9.420' W,0-A-1
201,0-A,25,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,0,0-A,,,72.848194,-65.125361,72° 50.892' N,65° 7.522' W,0-A-1
202,0-A,25.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.834895,-65.096567,72° 50.094' N,65° 5.794' W,0-A-1
203,0-A,25.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.821592,-65.067816,72° 49.296' N,65° 4.069' W,0-A-1
204,0-A,25.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.808284,-65.039109,72° 48.497' N,65° 2.347' W,0-A-1
205,0-A,26,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,0,0-A,,,72.794972,-65.010444,72° 47.698' N,65° 0.627' W,0-A-1
206,0-A,26.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.77882,-64.990398,72° 46.729' N,64° 59.424' W,0-A-1
207,0-A,27,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,0,0-A,,,72.762667,-64.970389,72° 45.760' N,64° 58.223' W,0-A-1
208,0-A,27.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.751697,-64.94839,72° 45.102' N,64° 56.903' W,0-A-1
209,0-A,27.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.740725,-64.926417,72° 44.444' N,64° 55.585' W,0-A-1
210,0-A,28,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,0,0-A,,,72.72975,-64.904472,72° 43.785' N,64° 54.268' W,0-A-1
211,0-A,28.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.716091,-64.87554,72° 42.965' N,64° 52.532' W,0-A-1
212,0-A,28.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.702427,-64.846652,72° 42.146' N,64° 50.799' W,0-A-1
213,0-A,28.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.688759,-64.817808,72° 41.326' N,64° 49.068' W,0-A-1
214,0-A,28.4,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.675088,-64.789008,72° 40.505' N,64° 47.340' W,0-A-1
215,0-A,28.5,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.661412,-64.760252,72° 39.685' N,64° 45.615' W,0-A-1
216,0-A,28.6,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.647732,-64.73154,72° 38.864' N,64° 43.892' W,0-A-1
217,0-A,28.7,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.634047,-64.702872,72° 38.043' N,64° 42.172' W,0-A-1
218,0-A,28.8,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.620359,-64.674247,72° 37.222' N,64° 40.455' W,0-A-1
219,0-A,29,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,0,0-A,,,72.606667,-64.645667,72° 36.400' N,64° 38.740' W,0-A-1
220,0-A,29.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.592831,-64.615301,72° 35.570' N,64° 36.918' W,0-A-1
221,0-A,29.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.578991,-64.584982,72° 34.739' N,64° 35.099' W,0-A-1
222,0-A,29.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.565147,-64.554709,72° 33.909' N,64° 33.283' W,0-A-1
223,0-A,29.4,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.551297,-64.524483,72° 33.078' N,64° 31.469' W,0-A-1
224,0-A,29.5,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.537444,-64.494304,72° 32.247' N,64° 29.658' W,0-A-1
225,0-A,29.6,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.523585,-64.46417,72° 31.415' N,64° 27.850' W,0-A-1
226,0-A,30,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,0,0-A,,,72.509722,-64.434083,72° 30.583' N,64° 26.045' W,0-A-1
227,0-A,30.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.496173,-64.403159,72° 29.770' N,64° 24.190' W,0-A-1
228,0-A,30.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.482619,-64.372281,72° 28.957' N,64° 22.337' W,0-A-1
229,0-A,30.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.46906,-64.34145,72° 28.144' N,64° 20.487' W,0-A-1
230,0-A,30.4,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.455497,-64.310664,72° 27.330' N,64° 18.640' W,0-A-1
231,0-A,30.5,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.441929,-64.279925,72° 26.516' N,64° 16.795' W,0-A-1
232,0-A,30.6,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.428356,-64.249231,72° 25.701' N,64° 14.954' W,0-A-1
233,0-A,31,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,0,0-A,,,72.414778,-64.218583,72° 24.887' N,64° 13.115' W,0-A-1
234,0-A,31.01,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.400317,-64.184254,72° 24.019' N,64° 11.055' W,0-A-1
235,0-A,31.02,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.38585,-64.14998,72° 23.151' N,64° 8.999' W,0-A-1
236,0-A,31.03,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.371377,-64.11576,72° 22.283' N,64° 6.946' W,0-A-1
237,0-A,31.04,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.356898,-64.081595,72° 21.414' N,64° 4.896' W,0-A-1
238,0-A,31.05,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.342413,-64.047483,72° 20.545' N,64° 2.849' W,0-A-1
239,0-A,31.06,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.327922,-64.013426,72° 19.675' N,64° 0.806' W,0-A-1
240,0-A,31.07,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.313426,-63.979423,72° 18.806' N,63° 58.765' W,0-A-1
241,0-A,31.08,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.298923,-63.945473,72° 17.935' N,63° 56.728' W,0-A-1
242,0-A,31.09,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.284415,-63.911578,72° 17.065' N,63° 54.695' W,0-A-1
243,0-A,31.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.269901,-63.877736,72° 16.194' N,63° 52.664' W,0-A-1
244,0-A,31.11,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.255381,-63.843948,72° 15.323' N,63° 50.637' W,0-A-1
245,0-A,31.12,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.240855,-63.810213,72° 14.451' N,63° 48.613' W,0-A-1
246,0-A,31.13,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.226324,-63.776531,72° 13.579' N,63° 46.592' W,0-A-1
247,0-A,31.14,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.211786,-63.742903,72° 12.707' N,63° 44.574' W,0-A-1
248,0-A,31.15,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.197243,-63.709328,72° 11.835' N,63° 42.560' W,0-A-1
249,0-A,32,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,0,0-A,,,72.182694,-63.675806,72° 10.962' N,63° 40.548' W,0-A-1
250,0-A,32.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.169848,-63.647559,72° 10.191' N,63° 38.854' W,0-A-1
251,0-A,32.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.156998,-63.619352,72° 9.420' N,63° 37.161' W,0-A-1
252,0-A,32.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.144143,-63.591185,72° 8.649' N,63° 35.471' W,0-A-1
253,0-A,32.4,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.131285,-63.563056,72° 7.877' N,63° 33.783' W,0-A-1
254,0-A,32.5,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.118422,-63.534967,72° 7.105' N,63° 32.098' W,0-A-1
255,0-A,33,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,0,0-A,,,72.105556,-63.506917,72° 6.333' N,63° 30.415' W,0-A-1
256,0-A,33.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.09256,-63.47991,72° 5.554' N,63° 28.795' W,0-A-1
257,0-A,33.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.079561,-63.452942,72° 4.774' N,63° 27.177' W,0-A-1
258,0-A,33.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.066558,-63.426011,72° 3.993' N,63° 25.561' W,0-A-1
259,0-A,33.4,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.053552,-63.399118,72° 3.213' N,63° 23.947' W,0-A-1
260,0-A,33.5,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.040542,-63.372262,72° 2.433' N,63° 22.336' W,0-A-1
261,0-A,34,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,0,0-A,,,72.027528,-63.345444,72° 1.652' N,63° 20.727' W,0-A-1
262,0-A,34.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,72.013099,-63.317137,72° 0.786' N,63° 19.028' W,0-A-1
263,0-A,34.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.998666,-63.288874,71° 59.920' N,63° 17.332' W,0-A-1
264,0-A,34.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.984229,-63.260654,71° 59.054' N,63° 15.639' W,0-A-1
265,0-A,34.4,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.969788,-63.232478,71° 58.187' N,63° 13.949' W,0-A-1
266,0-A,34.5,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.955343,-63.204345,71° 57.321' N,63° 12.261' W,0-A-1
267,0-A,34.6,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.940893,-63.176256,71° 56.454' N,63° 10.575' W,0-A-1
268,0-A,34.7,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.92644,-63.148211,71° 55.586' N,63° 8.893' W,0-A-1
269,0-A,34.8,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.911983,-63.120208,71° 54.719' N,63° 7.212' W,0-A-1
270,0-A,34.9,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.897521,-63.092249,71° 53.851' N,63° 5.535' W,0-A-1
271,0-A,35,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,0,0-A,,,71.883056,-63.064333,71° 52.983' N,63° 3.860' W,0-A-1
272,0-A,35.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.869321,-63.037573,71° 52.159' N,63° 2.254' W,0-A-1
273,0-A,35.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.855582,-63.010853,71° 51.335' N,63° 0.651' W,0-A-1
274,0-A,35.3,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.84184,-62.984171,71° 50.510' N,62° 59.050' W,0-A-1
275,0-A,35.4,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.828094,-62.957528,71° 49.686' N,62° 57.452' W,0-A-1
276,0-A,35.5,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.814344,-62.930925,71° 48.861' N,62° 55.855' W,0-A-1
277,0-A,35.6,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.80059,-62.90436,71° 48.035' N,62° 54.262' W,0-A-1
278,0-A,36,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,0,0-A,,,71.786833,-62.877833,71° 47.210' N,62° 52.670' W,0-A-1
279,0-A,36.1,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.772946,-62.859686,71° 46.377' N,62° 51.581' W,0-A-1
280,0-A,36.2,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.759057,-62.841566,71° 45.543' N,62° 50.494' W,0-A-1
281,0-A,37,Corner,Coin,Canada Denmark Agreement,L'accord entre le Canada et le Danemark,0,0-A,,,71.745167,-62.823472,71° 44.710' N,62° 49.408' W,0-A-1
282,0-A,37.01,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.728776,-62.800956,71° 43.727' N,62° 48.057' W,0-A-1
283,0-A,37.02,Geodetic,Géodésique,Vertex along geodetic line,Sommet le long d'une géodésique,0,0-A,,,71.712383,-62.77848,71° 42.743' N,62° 46.709' W,0-A-1
